transaction_id,question,response
578,phone_no,460-913-3051
578,event_id,3213
578,how_satisfied_were_you_with_this_event,4
578,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
578,how_likely_are_you_to_attend_this_event_in_the_future,3
578,what_is_your_birthdate,15433
578,what_is_your_household_income,"$150,000 - $199,000"
578,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
579,phone_no,817-985-7360
579,event_id,3239
579,how_satisfied_were_you_with_this_event,3
579,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
579,how_likely_are_you_to_attend_this_event_in_the_future,2
579,what_is_your_birthdate,28917
579,what_is_your_household_income,"$250,00 or more"
579,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
580,phone_no,767-543-4017
580,event_id,3235
580,how_satisfied_were_you_with_this_event,2
580,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
580,how_likely_are_you_to_attend_this_event_in_the_future,4
580,what_is_your_birthdate,30548
580,what_is_your_household_income,"$150,000 - $199,000"
580,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
581,phone_no,330-184-3046
581,event_id,3227
581,how_satisfied_were_you_with_this_event,5 - Very Satisfied
581,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
581,how_likely_are_you_to_attend_this_event_in_the_future,2
581,what_is_your_birthdate,20190
581,what_is_your_household_income,"$50,000 - $99,999"
581,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
582,phone_no,893-916-7047
582,event_id,3237
582,how_satisfied_were_you_with_this_event,2
582,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
582,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
582,what_is_your_birthdate,27831
582,what_is_your_household_income,"$100,000 - $149,000"
582,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
583,phone_no,729-877-7463
583,event_id,3229
583,how_satisfied_were_you_with_this_event,4
583,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
583,how_likely_are_you_to_attend_this_event_in_the_future,2
583,what_is_your_birthdate,27010
583,what_is_your_household_income,"$100,000 - $149,000"
583,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
584,phone_no,803-733-6051
584,event_id,3241
584,how_satisfied_were_you_with_this_event,3
584,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
584,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
584,what_is_your_birthdate,36811
584,what_is_your_household_income,"$200,000 - $249,000"
584,what_is_your_highest_level_of_education_that_you_have_attained,High school
585,phone_no,824-799-3831
585,event_id,3229
585,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
585,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
585,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
585,what_is_your_birthdate,21575
585,what_is_your_household_income,"$50,000 - $99,999"
585,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
586,phone_no,394-434-4180
586,event_id,3246
586,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
586,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
586,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
586,what_is_your_birthdate,34807
586,what_is_your_household_income,"$150,000 - $199,000"
586,what_is_your_highest_level_of_education_that_you_have_attained,High school
587,phone_no,404-140-3085
587,event_id,3234
587,how_satisfied_were_you_with_this_event,4
587,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
587,how_likely_are_you_to_attend_this_event_in_the_future,2
587,what_is_your_birthdate,18895
587,what_is_your_household_income,"Less than $50,000"
587,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
588,phone_no,716-338-2197
588,event_id,3226
588,how_satisfied_were_you_with_this_event,5 - Very Satisfied
588,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
588,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
588,what_is_your_birthdate,31291
588,what_is_your_household_income,"$200,000 - $249,000"
588,what_is_your_highest_level_of_education_that_you_have_attained,High school
589,phone_no,851-767-5941
589,event_id,3250
589,how_satisfied_were_you_with_this_event,4
589,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
589,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
589,what_is_your_birthdate,20269
589,what_is_your_household_income,"$200,000 - $249,000"
589,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
590,phone_no,467-379-7050
590,event_id,3247
590,how_satisfied_were_you_with_this_event,4
590,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
590,how_likely_are_you_to_attend_this_event_in_the_future,2
590,what_is_your_birthdate,23281
590,what_is_your_household_income,"Less than $50,000"
590,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
591,phone_no,330-348-1012
591,event_id,3239
591,how_satisfied_were_you_with_this_event,4
591,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
591,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
591,what_is_your_birthdate,22148
591,what_is_your_household_income,"$250,00 or more"
591,what_is_your_highest_level_of_education_that_you_have_attained,High school
592,phone_no,311-184-4684
592,event_id,3237
592,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
592,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
592,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
592,what_is_your_birthdate,20380
592,what_is_your_household_income,"$250,00 or more"
592,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
593,phone_no,833-132-5736
593,event_id,3224
593,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
593,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
593,how_likely_are_you_to_attend_this_event_in_the_future,2
593,what_is_your_birthdate,21591
593,what_is_your_household_income,"Less than $50,000"
593,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
594,phone_no,359-438-3600
594,event_id,3234
594,how_satisfied_were_you_with_this_event,2
594,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
594,how_likely_are_you_to_attend_this_event_in_the_future,3
594,what_is_your_birthdate,29050
594,what_is_your_household_income,"Less than $50,000"
594,what_is_your_highest_level_of_education_that_you_have_attained,High school
595,phone_no,414-394-8054
595,event_id,3211
595,how_satisfied_were_you_with_this_event,3
595,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
595,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
595,what_is_your_birthdate,23841
595,what_is_your_household_income,"$250,00 or more"
595,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
596,phone_no,276-299-4595
596,event_id,3250
596,how_satisfied_were_you_with_this_event,4
596,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
596,how_likely_are_you_to_attend_this_event_in_the_future,4
596,what_is_your_birthdate,24530
596,what_is_your_household_income,"$100,000 - $149,000"
596,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
597,phone_no,729-292-9657
597,event_id,3232
597,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
597,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
597,how_likely_are_you_to_attend_this_event_in_the_future,2
597,what_is_your_birthdate,33607
597,what_is_your_household_income,"$150,000 - $199,000"
597,what_is_your_highest_level_of_education_that_you_have_attained,High school
598,phone_no,401-319-9110
598,event_id,3223
598,how_satisfied_were_you_with_this_event,4
598,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
598,how_likely_are_you_to_attend_this_event_in_the_future,4
598,what_is_your_birthdate,18373
598,what_is_your_household_income,"Less than $50,000"
598,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
599,phone_no,826-432-3801
599,event_id,3221
599,how_satisfied_were_you_with_this_event,3
599,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
599,how_likely_are_you_to_attend_this_event_in_the_future,3
599,what_is_your_birthdate,24573
599,what_is_your_household_income,"$100,000 - $149,000"
599,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
600,phone_no,200-255-6033
600,event_id,3239
600,how_satisfied_were_you_with_this_event,5 - Very Satisfied
600,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
600,how_likely_are_you_to_attend_this_event_in_the_future,4
600,what_is_your_birthdate,31656
600,what_is_your_household_income,"$150,000 - $199,000"
600,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
601,phone_no,504-303-1445
601,event_id,3228
601,how_satisfied_were_you_with_this_event,5 - Very Satisfied
601,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
601,how_likely_are_you_to_attend_this_event_in_the_future,2
601,what_is_your_birthdate,19404
601,what_is_your_household_income,"$200,000 - $249,000"
601,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
602,phone_no,546-963-3604
602,event_id,3249
602,how_satisfied_were_you_with_this_event,2
602,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
602,how_likely_are_you_to_attend_this_event_in_the_future,4
602,what_is_your_birthdate,19479
602,what_is_your_household_income,"$50,000 - $99,999"
602,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
603,phone_no,630-538-4400
603,event_id,3218
603,how_satisfied_were_you_with_this_event,5 - Very Satisfied
603,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
603,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
603,what_is_your_birthdate,24671
603,what_is_your_household_income,"Less than $50,000"
603,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
604,phone_no,594-330-9936
604,event_id,3216
604,how_satisfied_were_you_with_this_event,2
604,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
604,how_likely_are_you_to_attend_this_event_in_the_future,4
604,what_is_your_birthdate,24745
604,what_is_your_household_income,"$250,00 or more"
604,what_is_your_highest_level_of_education_that_you_have_attained,High school
605,phone_no,803-733-6051
605,event_id,3221
605,how_satisfied_were_you_with_this_event,5 - Very Satisfied
605,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
605,how_likely_are_you_to_attend_this_event_in_the_future,4
605,what_is_your_birthdate,24848
605,what_is_your_household_income,"$50,000 - $99,999"
605,what_is_your_highest_level_of_education_that_you_have_attained,High school
606,phone_no,459-840-3737
606,event_id,3221
606,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
606,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
606,how_likely_are_you_to_attend_this_event_in_the_future,3
606,what_is_your_birthdate,27822
606,what_is_your_household_income,"Less than $50,000"
606,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
607,phone_no,481-764-5291
607,event_id,3212
607,how_satisfied_were_you_with_this_event,5 - Very Satisfied
607,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
607,how_likely_are_you_to_attend_this_event_in_the_future,2
607,what_is_your_birthdate,36563
607,what_is_your_household_income,"$100,000 - $149,000"
607,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
608,phone_no,777-830-8009
608,event_id,3227
608,how_satisfied_were_you_with_this_event,5 - Very Satisfied
608,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
608,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
608,what_is_your_birthdate,36525
608,what_is_your_household_income,"$50,000 - $99,999"
608,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
609,phone_no,820-212-1341
609,event_id,3232
609,how_satisfied_were_you_with_this_event,3
609,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
609,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
609,what_is_your_birthdate,20456
609,what_is_your_household_income,"$50,000 - $99,999"
609,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
610,phone_no,743-284-4353
610,event_id,3218
610,how_satisfied_were_you_with_this_event,2
610,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
610,how_likely_are_you_to_attend_this_event_in_the_future,4
610,what_is_your_birthdate,29289
610,what_is_your_household_income,"$50,000 - $99,999"
610,what_is_your_highest_level_of_education_that_you_have_attained,High school
611,phone_no,571-281-1263
611,event_id,3249
611,how_satisfied_were_you_with_this_event,4
611,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
611,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
611,what_is_your_birthdate,28770
611,what_is_your_household_income,"$100,000 - $149,000"
611,what_is_your_highest_level_of_education_that_you_have_attained,High school
612,phone_no,427-385-1135
612,event_id,3241
612,how_satisfied_were_you_with_this_event,2
612,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
612,how_likely_are_you_to_attend_this_event_in_the_future,3
612,what_is_your_birthdate,27258
612,what_is_your_household_income,"$150,000 - $199,000"
612,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
613,phone_no,493-615-1216
613,event_id,3233
613,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
613,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
613,how_likely_are_you_to_attend_this_event_in_the_future,4
613,what_is_your_birthdate,15933
613,what_is_your_household_income,"$250,00 or more"
613,what_is_your_highest_level_of_education_that_you_have_attained,High school
614,phone_no,389-190-5524
614,event_id,3245
614,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
614,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
614,how_likely_are_you_to_attend_this_event_in_the_future,4
614,what_is_your_birthdate,27621
614,what_is_your_household_income,"$250,00 or more"
614,what_is_your_highest_level_of_education_that_you_have_attained,High school
615,phone_no,673-655-3115
615,event_id,3217
615,how_satisfied_were_you_with_this_event,4
615,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
615,how_likely_are_you_to_attend_this_event_in_the_future,2
615,what_is_your_birthdate,22626
615,what_is_your_household_income,"Less than $50,000"
615,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
616,phone_no,851-767-5941
616,event_id,3239
616,how_satisfied_were_you_with_this_event,2
616,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
616,how_likely_are_you_to_attend_this_event_in_the_future,3
616,what_is_your_birthdate,16672
616,what_is_your_household_income,"$200,000 - $249,000"
616,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
617,phone_no,662-679-9225
617,event_id,3211
617,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
617,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
617,how_likely_are_you_to_attend_this_event_in_the_future,3
617,what_is_your_birthdate,34204
617,what_is_your_household_income,"$200,000 - $249,000"
617,what_is_your_highest_level_of_education_that_you_have_attained,High school
618,phone_no,446-371-4938
618,event_id,3237
618,how_satisfied_were_you_with_this_event,5 - Very Satisfied
618,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
618,how_likely_are_you_to_attend_this_event_in_the_future,2
618,what_is_your_birthdate,17401
618,what_is_your_household_income,"Less than $50,000"
618,what_is_your_highest_level_of_education_that_you_have_attained,High school
619,phone_no,879-695-1739
619,event_id,3221
619,how_satisfied_were_you_with_this_event,5 - Very Satisfied
619,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
619,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
619,what_is_your_birthdate,30604
619,what_is_your_household_income,"$200,000 - $249,000"
619,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
620,phone_no,359-150-1957
620,event_id,3230
620,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
620,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
620,how_likely_are_you_to_attend_this_event_in_the_future,2
620,what_is_your_birthdate,19016
620,what_is_your_household_income,"$150,000 - $199,000"
620,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
621,phone_no,817-167-5634
621,event_id,3233
621,how_satisfied_were_you_with_this_event,3
621,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
621,how_likely_are_you_to_attend_this_event_in_the_future,4
621,what_is_your_birthdate,27890
621,what_is_your_household_income,"Less than $50,000"
621,what_is_your_highest_level_of_education_that_you_have_attained,High school
622,phone_no,273-521-7807
622,event_id,3233
622,how_satisfied_were_you_with_this_event,3
622,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
622,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
622,what_is_your_birthdate,18761
622,what_is_your_household_income,"$50,000 - $99,999"
622,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
623,phone_no,767-543-4017
623,event_id,3251
623,how_satisfied_were_you_with_this_event,3
623,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
623,how_likely_are_you_to_attend_this_event_in_the_future,3
623,what_is_your_birthdate,35443
623,what_is_your_household_income,"$250,00 or more"
623,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
624,phone_no,210-311-8926
624,event_id,3226
624,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
624,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
624,how_likely_are_you_to_attend_this_event_in_the_future,3
624,what_is_your_birthdate,37537
624,what_is_your_household_income,"$150,000 - $199,000"
624,what_is_your_highest_level_of_education_that_you_have_attained,High school
625,phone_no,206-842-6958
625,event_id,3226
625,how_satisfied_were_you_with_this_event,3
625,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
625,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
625,what_is_your_birthdate,18597
625,what_is_your_household_income,"$100,000 - $149,000"
625,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
626,phone_no,404-140-3085
626,event_id,3217
626,how_satisfied_were_you_with_this_event,2
626,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
626,how_likely_are_you_to_attend_this_event_in_the_future,3
626,what_is_your_birthdate,30341
626,what_is_your_household_income,"$250,00 or more"
626,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
627,phone_no,782-412-7390
627,event_id,3228
627,how_satisfied_were_you_with_this_event,3
627,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
627,how_likely_are_you_to_attend_this_event_in_the_future,4
627,what_is_your_birthdate,34449
627,what_is_your_household_income,"$150,000 - $199,000"
627,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
628,phone_no,404-993-6272
628,event_id,3241
628,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
628,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
628,how_likely_are_you_to_attend_this_event_in_the_future,2
628,what_is_your_birthdate,27589
628,what_is_your_household_income,"$50,000 - $99,999"
628,what_is_your_highest_level_of_education_that_you_have_attained,High school
629,phone_no,395-520-8323
629,event_id,3233
629,how_satisfied_were_you_with_this_event,5 - Very Satisfied
629,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
629,how_likely_are_you_to_attend_this_event_in_the_future,4
629,what_is_your_birthdate,28349
629,what_is_your_household_income,"$150,000 - $199,000"
629,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
630,phone_no,688-934-1357
630,event_id,3247
630,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
630,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
630,how_likely_are_you_to_attend_this_event_in_the_future,2
630,what_is_your_birthdate,25035
630,what_is_your_household_income,"Less than $50,000"
630,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
631,phone_no,263-981-3374
631,event_id,3229
631,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
631,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
631,how_likely_are_you_to_attend_this_event_in_the_future,4
631,what_is_your_birthdate,29761
631,what_is_your_household_income,"$250,00 or more"
631,what_is_your_highest_level_of_education_that_you_have_attained,High school
632,phone_no,433-864-3752
632,event_id,3232
632,how_satisfied_were_you_with_this_event,3
632,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
632,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
632,what_is_your_birthdate,16667
632,what_is_your_household_income,"Less than $50,000"
632,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
633,phone_no,486-933-6660
633,event_id,3212
633,how_satisfied_were_you_with_this_event,3
633,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
633,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
633,what_is_your_birthdate,16510
633,what_is_your_household_income,"$150,000 - $199,000"
633,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
634,phone_no,537-164-7407
634,event_id,3248
634,how_satisfied_were_you_with_this_event,2
634,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
634,how_likely_are_you_to_attend_this_event_in_the_future,4
634,what_is_your_birthdate,37579
634,what_is_your_household_income,"$50,000 - $99,999"
634,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
635,phone_no,518-475-7681
635,event_id,3219
635,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
635,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
635,how_likely_are_you_to_attend_this_event_in_the_future,2
635,what_is_your_birthdate,20380
635,what_is_your_household_income,"$150,000 - $199,000"
635,what_is_your_highest_level_of_education_that_you_have_attained,High school
636,phone_no,251-535-8728
636,event_id,3229
636,how_satisfied_were_you_with_this_event,5 - Very Satisfied
636,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
636,how_likely_are_you_to_attend_this_event_in_the_future,2
636,what_is_your_birthdate,27380
636,what_is_your_household_income,"$200,000 - $249,000"
636,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
637,phone_no,404-400-1314
637,event_id,3220
637,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
637,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
637,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
637,what_is_your_birthdate,24837
637,what_is_your_household_income,"$250,00 or more"
637,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
638,phone_no,594-795-4955
638,event_id,3233
638,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
638,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
638,how_likely_are_you_to_attend_this_event_in_the_future,4
638,what_is_your_birthdate,34824
638,what_is_your_household_income,"$50,000 - $99,999"
638,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
639,phone_no,729-877-7463
639,event_id,3245
639,how_satisfied_were_you_with_this_event,4
639,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
639,how_likely_are_you_to_attend_this_event_in_the_future,4
639,what_is_your_birthdate,19196
639,what_is_your_household_income,"$100,000 - $149,000"
639,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
640,phone_no,359-150-1957
640,event_id,3247
640,how_satisfied_were_you_with_this_event,2
640,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
640,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
640,what_is_your_birthdate,24407
640,what_is_your_household_income,"$100,000 - $149,000"
640,what_is_your_highest_level_of_education_that_you_have_attained,High school
641,phone_no,601-663-7961
641,event_id,3232
641,how_satisfied_were_you_with_this_event,3
641,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
641,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
641,what_is_your_birthdate,16929
641,what_is_your_household_income,"$50,000 - $99,999"
641,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
642,phone_no,505-831-8303
642,event_id,3237
642,how_satisfied_were_you_with_this_event,4
642,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
642,how_likely_are_you_to_attend_this_event_in_the_future,3
642,what_is_your_birthdate,33050
642,what_is_your_household_income,"Less than $50,000"
642,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
643,phone_no,900-355-7717
643,event_id,3242
643,how_satisfied_were_you_with_this_event,2
643,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
643,how_likely_are_you_to_attend_this_event_in_the_future,4
643,what_is_your_birthdate,20199
643,what_is_your_household_income,"$100,000 - $149,000"
643,what_is_your_highest_level_of_education_that_you_have_attained,High school
644,phone_no,758-207-1067
644,event_id,3245
644,how_satisfied_were_you_with_this_event,2
644,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
644,how_likely_are_you_to_attend_this_event_in_the_future,3
644,what_is_your_birthdate,21703
644,what_is_your_household_income,"$50,000 - $99,999"
644,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
645,phone_no,678-690-3420
645,event_id,3211
645,how_satisfied_were_you_with_this_event,2
645,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
645,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
645,what_is_your_birthdate,19372
645,what_is_your_household_income,"$150,000 - $199,000"
645,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
646,phone_no,835-434-7276
646,event_id,3236
646,how_satisfied_were_you_with_this_event,5 - Very Satisfied
646,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
646,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
646,what_is_your_birthdate,19314
646,what_is_your_household_income,"$100,000 - $149,000"
646,what_is_your_highest_level_of_education_that_you_have_attained,High school
647,phone_no,286-549-5999
647,event_id,3246
647,how_satisfied_were_you_with_this_event,2
647,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
647,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
647,what_is_your_birthdate,17092
647,what_is_your_household_income,"$150,000 - $199,000"
647,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
648,phone_no,202-682-5364
648,event_id,3213
648,how_satisfied_were_you_with_this_event,3
648,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
648,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
648,what_is_your_birthdate,33568
648,what_is_your_household_income,"Less than $50,000"
648,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
649,phone_no,678-690-3420
649,event_id,3239
649,how_satisfied_were_you_with_this_event,3
649,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
649,how_likely_are_you_to_attend_this_event_in_the_future,3
649,what_is_your_birthdate,14742
649,what_is_your_household_income,"$250,00 or more"
649,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
650,phone_no,291-238-1310
650,event_id,3222
650,how_satisfied_were_you_with_this_event,4
650,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
650,how_likely_are_you_to_attend_this_event_in_the_future,2
650,what_is_your_birthdate,36328
650,what_is_your_household_income,"$100,000 - $149,000"
650,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
651,phone_no,688-934-1357
651,event_id,3240
651,how_satisfied_were_you_with_this_event,4
651,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
651,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
651,what_is_your_birthdate,15266
651,what_is_your_household_income,"$50,000 - $99,999"
651,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
652,phone_no,203-796-1129
652,event_id,3238
652,how_satisfied_were_you_with_this_event,4
652,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
652,how_likely_are_you_to_attend_this_event_in_the_future,2
652,what_is_your_birthdate,15120
652,what_is_your_household_income,"$150,000 - $199,000"
652,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
653,phone_no,595-636-9783
653,event_id,3232
